iter	Logloss
290	0.5229253289
291	0.5228384963
292	0.5227160462
293	0.5226202219
294	0.5225210783
295	0.5224244605
296	0.5222656876
297	0.5221807183
298	0.5220906004
299	0.5219577509
300	0.5218897931
301	0.5217667046
302	0.521688392
303	0.5216045313
304	0.5215213681
305	0.5214260755
306	0.5213268851
307	0.5212374338
308	0.5211452705
309	0.5210493414
310	0.5209114094
311	0.520819963
312	0.5207206364
313	0.5206268475
314	0.5205127355
315	0.5204018588
316	0.5203116291
317	0.5202267076
318	0.5201074369
319	0.5200151588
320	0.5199142741
321	0.5197928379
322	0.5196897722
323	0.5195700958
324	0.5194729377
325	0.5193939505
326	0.5193215431
327	0.5192353672
328	0.5191187579
329	0.5190229291
330	0.5189631569
331	0.5188724051
332	0.5187484003
333	0.5186457319
334	0.5185655211
335	0.5184740049
336	0.5183794846
337	0.5182803178
338	0.5181332217
339	0.5180402453
340	0.5179706073
341	0.5178505149
342	0.5177525803
343	0.5176175664
344	0.5175310104
345	0.5174386721
346	0.5173251845
347	0.5172317651
348	0.5171188163
349	0.5170241536
350	0.5169240189
351	0.5168004379
352	0.5167325982
353	0.516650176
354	0.5165778248
355	0.5164990036
356	0.5164255056
357	0.5163292568
358	0.5162524595
359	0.516193603
360	0.5161223467
361	0.5160280148
362	0.5159331381
363	0.5158167276
364	0.5157492105
365	0.5156718736
366	0.5155978611
367	0.5154946668
368	0.5154070099
369	0.5153423268
370	0.5152500837
371	0.5151394231
372	0.5150576487
373	0.5149684208
374	0.5149097994
375	0.5148550436
376	0.5147394333
377	0.5146468737
378	0.5145797347
379	0.5145023453
380	0.514419596
381	0.5143324928
382	0.5142232851
383	0.5141385675
384	0.5140579846
385	0.5139904062
386	0.5138944644
387	0.5137716003
388	0.5136894699
389	0.5135941694
390	0.5134921507
391	0.5134167951
392	0.5133393769
393	0.5132309313
394	0.5131273125
395	0.5130261203
396	0.5129386315
397	0.5128220147
398	0.5127267558
399	0.5126351973
400	0.5125758321
401	0.5124676181
402	0.512393297
403	0.5123063813
404	0.5122069942
405	0.5121262951
406	0.5120421435
407	0.5119826915
408	0.5118964029
409	0.5118368325
410	0.5117475088
411	0.5116515019
412	0.5115543402
413	0.5114820039
414	0.5114023465
415	0.5113319667
416	0.5112130631
417	0.5111450851
418	0.5110661123
419	0.5109749152
420	0.5108837206
421	0.5108203438
422	0.5107614916
423	0.5106578789
424	0.5105825965
425	0.5105128176
426	0.5104462812
427	0.5103931672
428	0.5103157086
429	0.5102349623
430	0.5101230732
431	0.5100107956
432	0.5098927518
433	0.5098013223
434	0.5097009859
435	0.5096076932
436	0.5095302733
437	0.5094513875
438	0.5093760712
439	0.5093182861
440	0.5092410733
441	0.5091671286
442	0.5090759503
443	0.508971223
444	0.5089104516
445	0.5088455096
446	0.5088229796
447	0.5087371002
448	0.5086490683
449	0.5085496632
450	0.5084387853
451	0.5083768014
452	0.5082751356
453	0.5082245381
454	0.5081593274
455	0.5080761109
456	0.5079988791
457	0.5079399676
458	0.5078515381
459	0.5077795253
460	0.507694073
461	0.5076141585
462	0.507572395
463	0.5074850415
464	0.5074214372
465	0.5073404498
466	0.5072793472
467	0.5071812663
468	0.5070883687
469	0.5070349479
470	0.5069895338
471	0.5069050499
472	0.5068254609
473	0.5067339613
474	0.5066502
475	0.5066068383
476	0.5065110422
477	0.5064422526
478	0.5063716182
479	0.5062810387
480	0.5061918913
481	0.5061167785
482	0.5060281678
483	0.505954731
484	0.5059084334
485	0.5058312841
486	0.5057607054
487	0.5056778154
488	0.5056053995
489	0.5055055673
490	0.5054314485
491	0.5053443902
492	0.5052424101
493	0.5051833885
494	0.5051050912
495	0.5050423543
496	0.5049408322
497	0.504880987
498	0.5048146987
499	0.5047188898
500	0.5046393243
501	0.5045740147
502	0.5044854952
503	0.5044236751
504	0.5043628808
505	0.5042844889
506	0.504208747
507	0.5041416056
508	0.5040991595
509	0.5040211081
510	0.5039619501
511	0.5038744323
512	0.5038232456
513	0.5037603597
514	0.5036943367
515	0.5036119081
516	0.5035440515
517	0.5034791971
518	0.5033818098
519	0.5032878474
520	0.5032350077
521	0.5031749634
522	0.5030551189
523	0.502973208
524	0.5029385522
525	0.5028486264
526	0.5027769801
527	0.5027242907
528	0.5026480194
529	0.5025903499
530	0.5025255652
531	0.5024524289
532	0.5023589038
533	0.5023029473
534	0.5022447761
535	0.5021871141
536	0.5020853068
537	0.5020392477
538	0.5019283866
539	0.5018583865
540	0.5017741623
541	0.5016730925
542	0.5015905785
543	0.5015064243
544	0.5014493138
545	0.5014004304
546	0.5013472148
547	0.5012841662
548	0.5011870601
549	0.5011488749
550	0.5011108074
551	0.5010657343
552	0.501007023
553	0.5009323035
554	0.5008712997
555	0.5008204823
556	0.5007206397
557	0.5006783415
558	0.5005890106
559	0.5004875856
560	0.5003888977
561	0.5003020983
562	0.5002370959
563	0.5001497814
564	0.5000933374
565	0.5000038213
566	0.4999275321
567	0.4998242417
568	0.4997426868
569	0.4996412841
570	0.4995752397
571	0.4995032569
572	0.4994254285
573	0.4993465678
574	0.4993028751
575	0.4992148139
576	0.4991450917
577	0.4990854246
578	0.4990266507
579	0.4989232097
580	0.4988894617
581	0.4988282267
582	0.4987706951
583	0.4986936725
584	0.4986371478
585	0.4985628958
586	0.4985076641
587	0.4984351228
588	0.4983784742
589	0.4983189158
590	0.4982306625
591	0.4981445938
592	0.4980730026
593	0.4979711887
594	0.497861772
595	0.4977878973
596	0.4977296835
597	0.4976541886
598	0.4975634986
599	0.4974820741
600	0.4973777765
601	0.497293896
602	0.4972202142
603	0.4971447146
604	0.4970505689
605	0.4969894869
606	0.4969007764
607	0.4968178232
608	0.4967533826
609	0.4966555847
610	0.4965922194
611	0.4965265255
612	0.4964552072
613	0.496374929
614	0.4963195755
615	0.4962491116
616	0.4961740981
617	0.4960940564
618	0.4960192845
619	0.495922384
620	0.4958526003
621	0.4957932196
622	0.4957039756
623	0.4956605794
624	0.4955809798
625	0.4955081569
626	0.4954445149
627	0.4953457399
628	0.4953074287
629	0.4952173256
630	0.495113443
631	0.4950135836
632	0.4949297196
633	0.4948323812
634	0.4947755549
635	0.4947176176
636	0.4946682099
637	0.4945915702
638	0.4945305495
639	0.4944558194
640	0.4944042457
641	0.4943066181
642	0.494284719
643	0.4942127205
644	0.4941896525
645	0.4941429981
646	0.4940594907
647	0.4940095879
648	0.4939066768
649	0.493845187
650	0.4937636887
651	0.4937210316
652	0.4936509482
653	0.4935928835
654	0.4935355367
655	0.4934376566
656	0.4933771576
657	0.4933044527
658	0.4932296849
659	0.4932003058
660	0.4931344733
661	0.4930677863
662	0.4929839858
663	0.492917478
664	0.4928623752
665	0.4927735949
666	0.4927272307
667	0.4926328783
668	0.4925656648
669	0.4924978755
670	0.4923857927
671	0.4922887063
672	0.4921860189
673	0.492136105
674	0.4920808703
675	0.4920255096
676	0.4919410783
677	0.4918766345
678	0.491805691
679	0.4917344296
680	0.4916695956
681	0.4916297692
682	0.4915808239
683	0.4914875245
684	0.4914274702
685	0.4913829738
686	0.491323438
687	0.4912336667
688	0.4911613232
689	0.4911047535
690	0.4910354129
691	0.4909557299
692	0.4908932873
693	0.4908300303
694	0.490728748
695	0.4907043982
696	0.4906343895
697	0.4905616211
698	0.4904978409
699	0.4904084027
700	0.4903313515
701	0.4902547187
702	0.4902026067
703	0.4901562005
704	0.4901305943
705	0.4900301367
706	0.4899445756
707	0.4898820148
708	0.4898323304
709	0.4897337592
710	0.4896647683
711	0.4895900913
712	0.4895234858
713	0.4894568798
714	0.4894019243
715	0.4893257068
716	0.4892470653
717	0.4891927662
718	0.4891357304
719	0.489083752
720	0.4889996726
721	0.4889355607
722	0.4888678967
723	0.4887919279
724	0.4886944849
725	0.4886142765
726	0.4885281774
727	0.4884244104
728	0.4883688405
729	0.4882844594
730	0.4881848103
731	0.4881245583
732	0.4880550501
733	0.4879822579
734	0.4879113178
735	0.487857017
736	0.4878162305
737	0.4877545443
738	0.4876672459
739	0.4876160602
740	0.4875564245
741	0.4874999529
742	0.4874575939
743	0.487373029
744	0.487328548
745	0.4872438198
746	0.4871823418
747	0.4871524058
748	0.4870556297
749	0.486996753
750	0.4869171275
751	0.4868663265
752	0.4867880836
753	0.4866990201
754	0.4866084587
755	0.486539097
756	0.4864931242
757	0.4864137841
758	0.4863281024
759	0.4862513005
760	0.4862011871
761	0.4861417675
762	0.4860731112
763	0.4860067257
764	0.4859391286
765	0.4858768045
766	0.4858337231
767	0.4857650066
768	0.4857191652
769	0.4856647472
770	0.4855989843
771	0.4855412369
772	0.4854571439
773	0.4853921049
774	0.4853225548
775	0.4852533511
776	0.4851896273
777	0.4851347683
778	0.4850953175
779	0.4850511909
780	0.4849580358
781	0.4848901077
782	0.4848293798
783	0.4847511214
784	0.4846921914
785	0.4846421528
786	0.4845569707
787	0.4845034852
788	0.4844412251
789	0.4843674869
790	0.4843201488
791	0.4842570245
792	0.4841738713
793	0.4841016028
794	0.4840861583
795	0.4840025573
796	0.4839386516
797	0.4838839668
798	0.4838282592
799	0.4837706855
800	0.4837331571
801	0.483657904
802	0.4836041461
803	0.4835226105
804	0.4834678387
805	0.4833988091
806	0.4833121164
807	0.483255835
808	0.48317835
809	0.4831184674
810	0.4830625924
811	0.4829873951
812	0.4829044839
813	0.4828456881
814	0.4827554525
815	0.4826728659
816	0.4825807433
817	0.4825173838
818	0.4824584051
819	0.4824184514
820	0.4823520522
821	0.4822915925
822	0.4822107191
823	0.4821206763
824	0.4820495636
825	0.4819620728
826	0.4819029863
827	0.4818223613
828	0.4817463582
829	0.4816893916
830	0.4816285437
831	0.4815823749
832	0.4815103018
833	0.4814429125
834	0.4813896314
835	0.4813344129
836	0.4812750637
837	0.481199564
838	0.481133049
839	0.4810860506
840	0.4810343162
841	0.4809750533
842	0.4809024466
843	0.480854899
844	0.4807892764
845	0.480714819
846	0.480684902
847	0.4805913957
848	0.4805232462
849	0.4804721628
850	0.4804120442
851	0.4803482244
852	0.4802657
853	0.4802144767
854	0.4801450486
855	0.4801169347
856	0.480055942
857	0.480009621
858	0.4799497257
859	0.4798862073
860	0.4798187551
861	0.4797665409
862	0.479704168
863	0.4796245236
864	0.4795713316
865	0.4795089393
866	0.4794353227
867	0.4793750914
868	0.4792913236
869	0.4792235062
870	0.4791888276
871	0.4791440528
872	0.4790572153
873	0.4789982611
874	0.4789554154
875	0.4789199363
876	0.4788536417
877	0.4788083348
878	0.4787555619
879	0.4786746791
880	0.4786245737
881	0.4785335265
882	0.4784849288
883	0.4784313516
884	0.4783546166
885	0.4782836887
886	0.478220102
887	0.4781698155
888	0.4780991901
889	0.4780825658
890	0.4780006291
891	0.4779556655
892	0.4779005045
893	0.4778350578
894	0.4777666461
895	0.4777094562
896	0.4776064575
897	0.4775500173
898	0.4775253048
899	0.477460293
900	0.4774242492
901	0.4773778605
902	0.4773152911
903	0.4772640672
904	0.4771988066
905	0.4771303375
906	0.4770713048
907	0.4770072235
908	0.476953926
909	0.4768735664
910	0.4768198359
911	0.4767486743
912	0.4767020862
913	0.4766288824
914	0.4765738711
915	0.4765395461
916	0.4765019621
917	0.4764482677
918	0.4763697052
919	0.476318379
920	0.4762596975
921	0.476177346
922	0.4760936556
923	0.4760582839
924	0.4760054386
925	0.4759387632
926	0.4758641221
927	0.475836323
928	0.4757697803
929	0.4757061237
930	0.4756232499
931	0.4755708873
932	0.4754923329
933	0.4754341444
934	0.4753680633
935	0.4753128475
936	0.4752368243
937	0.4751844967
938	0.4751321344
939	0.4750884785
940	0.4750350653
941	0.4749865886
942	0.4749238654
943	0.474877843
944	0.4747963428
945	0.4747027918
946	0.4746003535
947	0.474546729
948	0.4744904803
949	0.4744231321
950	0.4743592151
951	0.4743286312
952	0.474252271
953	0.4742105836
954	0.4741299757
955	0.4740709214
956	0.4739966149
957	0.4739399632
958	0.4738676744
959	0.4738138399
960	0.4737487841
961	0.4736773515
962	0.4736303624
963	0.4735850741
964	0.4735353572
965	0.473489635
966	0.4734323793
967	0.4733636919
968	0.473313222
969	0.473260591
970	0.4731982697
971	0.473102039
972	0.4730156929
973	0.4729351472
974	0.4728631725
975	0.4727824314
976	0.4727218102
977	0.4726561296
978	0.4726026457
979	0.4725307843
980	0.4724730043
981	0.4724335747
982	0.4723782572
983	0.4723140105
984	0.4722699395
985	0.4722152715
986	0.4721364451
987	0.4721026925
988	0.4720522236
989	0.47200478
990	0.4719683096
991	0.4719345968
992	0.4718619553
993	0.4717762159
994	0.4717282204
995	0.4716782166
996	0.4716132089
997	0.4715646369
998	0.4715089376
999	0.4714399693
